full_name,image
Unnamed Shiketsu Teacher,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/4e/Shiketsu_Teacher.png/revision/latest/scale-to-width-down/135?cb=20180822223729
Big Red Dot,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/18/Big_Red_Dot_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210806003954
Eraser Head,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/ba/Eraser_Head_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200606161947
Mr. Plastic,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/a9/Mr._Plastic.png/revision/latest/scale-to-width-down/135?cb=20190320165347
Yakuza Thugs,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0f/Shie_Hassaikai_Lower_Members_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200520180244
Cow Cowboy,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5b/Cow_Cowboy_Icon.png/revision/latest?cb=20200116052508
O'Clock II,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b8/Number_6_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220708203711
Beros,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/94/Beros_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210720210958
Mister Blaster,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/75/Mister_Blaster_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220519160213
Mika Jiro,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5e/Mika_Jiro_Anime.png/revision/latest/scale-to-width-down/135?cb=20180710192526
Nana,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/48/Nana_Shimura_Portrait_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20180618211815
Dusty Ash,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/10/Konako_Haizono_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180627193553
Geten,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/da/Geten_Portrait.png/revision/latest/scale-to-width-down/135?cb=20190521135623
Minoru Mineta,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6a/Minoru_Mineta_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619050156
Nomu (Chainsaw),https://static.wikia.nocookie.net/bokunoheroacademia/images/1/12/Nomu_Tool_Arms_headshot.png/revision/latest/scale-to-width-down/135?cb=20180522020228
Gust Boy,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b3/Tsumuji_Kazetani_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180627193713
Majestic,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/75/Majestic_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210103224014
Giran,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/de/Giran_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20170805183523
Komari Ikoma,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/cf/Komari_Ikoma_Portrait_%28Anime%29.png/revision/latest/scale-to-width-down/135?cb=20200314174940
Re-Destro,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/d6/Re-Destro_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230808
Nyikang,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b7/Nyikang_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210806003653
The Hooded Man,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/4b/Hood_Vigilantes_Portrait.png/revision/latest/scale-to-width-down/135?cb=20201226194532
Sisters of Saint Lila's Academy,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8b/Saint_Lila_Dance_Club.png/revision/latest/scale-to-width-down/135?cb=20191214020231
Kota Izumi,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/64/Kota_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200405164449
Rin Yaritezawa,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f2/Rin_Yaritezawa.png/revision/latest/scale-to-width-down/135?cb=20191005121609
Kojiro Bondo,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/be/Kojiro_Bondo_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125071240
Tommy S. Gordon,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/28/Tommy_S_Gordon.png/revision/latest/scale-to-width-down/135?cb=20210411002712
Satsuki Asui,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/00/Satsuki_Asui_Anime_Profile.png/revision/latest/scale-to-width-down/135?cb=20180719211318
Wolfram,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/73/Wolfram_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115103
Centipeder,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e1/Centipeder_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210810183931
Airjet,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/1d/Airjet_Portrait.png/revision/latest/scale-to-width-down/135?cb=20191226092733
Hanzo Suiden,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/bf/Hanzo_Suiden_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210523172512
Kendo Rappa,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/ba/Kendo_Rappa_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200520175908
Hawks,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0a/Hawks_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210118083842
Sen Kaibara,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b2/Sen_Kaibara_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070109
Stain,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f4/Stain_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200405170033
Vlad King,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/ba/Vlad_King_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180503220954
East Naruhata High Dance Squad,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/18/East_Naruhata_High_Dance_Squad.png/revision/latest/scale-to-width-down/227?cb=20190317111019
Lady Nagant,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/aa/Lady_Nagant_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210117200931
Sludge Villain,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/05/Sludge_Villain.png/revision/latest/scale-to-width-down/240?cb=20170701232431
Gunhead,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/15/Gunhead_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321203948
Four-Armed Zealot,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e5/Four_Armed_Zealot.png/revision/latest/scale-to-width-down/152?cb=20211010061619
Tomura Shigaraki,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/44/Tomura_Shigaraki_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200519230222
Slice,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/56/Slice_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512120106
Manga Fukidashi,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/13/Manga_Fukidashi_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125071305
Mimic,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/30/Mimic_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20191124213559
Sir Nighteye,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/90/Sir_Nighteye_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20191010150939
Innsmouth's Brother,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/36/Unnamed_Crewman_1.png/revision/latest/scale-to-width-down/135?cb=20180722222705
Oji Harima,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2c/Oji_Harima_Anime.png/revision/latest/scale-to-width-down/139?cb=20200225042449
Tamaki Amajiki,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/21/Tamaki_Amajiki_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180923215237
Mick,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5e/Mick_headshot.png/revision/latest/scale-to-width-down/135?cb=20200430122934
Red,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/bf/Team_Reservoir_Dogs_Anime_1.png/revision/latest/scale-to-width-down/135?cb=20180922150438
Chronostasis,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Chronostasis_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144603
Tsutsutaka Agoyamato,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2d/Tsutsutaka_Agoyamato_Portrait_Anime.png/revision/latest/scale-to-width-down/135?cb=20210323221403
Eiji Okameda,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/37/Eiji_Okameda.png/revision/latest/scale-to-width-down/180?cb=20210411010719
Slidin' Go,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/aa/Slidin%27_Go_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210703095815
Daigoro,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7a/Daigoro_Banjo_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210529092120
Present Mic,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/47/Present_Mic_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200401121633
Kosei Tsuburaba,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/83/Kosei_Tsuburaba_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070523
One-Eyed Green Dragon,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f9/OneEyedGreenDragon.png/revision/latest/scale-to-width-down/152?cb=20211214072819
Rikido Sato,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/eb/Rikido_Sato_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044952
Miu,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/c3/Miu_Timeskip.png/revision/latest/scale-to-width-down/135?cb=20210306215417
Serpenters,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/25/Serpenters_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210720211615
Eri,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/15/Eri_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200308231319
Gyges,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b4/Gyges.png/revision/latest/scale-to-width-down/151?cb=20210124184505
Gentle Criminal,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/21/Gentle_Criminal_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200511213536
Kamui Woods,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/04/Kamui_Woods_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200116233426
Abegawa Tenchu Kai Member,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7a/Abegawa_Tenchu_Kai_2.png/revision/latest/scale-to-width-down/135?cb=20180717152144
Chimera,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f0/Chimera_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512115654
Kurogiri,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/df/Kurogiri_Anime_Portrait.png/revision/latest/scale-to-width-down/136?cb=20200405170057
Nine,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/21/Nine_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512120117
The Rapper,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/20/Kendo_Rappa_Vigilantes_Portrait.png/revision/latest/scale-to-width-down/135?cb=20201014233651
Willy Wanda,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/18/Willy_Wanda.png/revision/latest/scale-to-width-down/138?cb=20210411010004
Daruma Ujiko,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/56/Kyudai_Garaki_Portrait.png/revision/latest/scale-to-width-down/135?cb=20190604180049
Tenya Ida,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/ca/Tenya_Ida_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044125
The Crawler,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/eb/The_Crawler_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220624095836
Rogone,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2f/Rogone.png/revision/latest/scale-to-width-down/240?cb=20220221200547
Fat Gum,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/65/Fat_Gum_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204354
Gorilla,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/84/Gorilla.png/revision/latest/scale-to-width-down/135?cb=20211214071110
Mezo Shoji,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8b/Mezo_Shoji_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619045335
Shishido,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/30/Shishido_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220805061033
Samuel Abraham,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7d/Samuel_Abraham.png/revision/latest/scale-to-width-down/135?cb=20190211185323
Luminescent Baby,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/de/Luminescent_Baby_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160603210521
Mad Hatters,https://static.wikia.nocookie.net/bokunoheroacademia/images/9/95/Mad_Hatters.png/revision/latest/scale-to-width-down/328?cb=20190401083840
Bibimi Kenranzaki,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6f/Bibimi_Kenranzaki_%28anime%29.png/revision/latest/scale-to-width-down/240?cb=20200301070617
Woman,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/24/Women_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200413165813
Batto Yobayakawa,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/ad/Bat.png/revision/latest/scale-to-width-down/141?cb=20180702021156
Ibara Shiozaki,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/ac/Ibara_Shiozaki_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070135
Kuin Hachisuka,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/05/Kuin_Hachisuka_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220708203829
Yu,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/16/Yu_Timeskip.png/revision/latest/scale-to-width-down/135?cb=20210306215819
Tetsu,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/0c/Tetsu_Portrait.png/revision/latest/scale-to-width-down/135?cb=20170808000151
Dabi,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/3e/Dabi_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210404193412
Gigantomachia,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e1/Gigantomachia_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210821123458
Johnny,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/da/Johnny.png/revision/latest/scale-to-width-down/136?cb=20200312191119
Sansa Tamakawa,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b5/Sansa_Tamakawa_Portrait_02.png/revision/latest/scale-to-width-down/153?cb=20211006094937
Axer,https://static.wikia.nocookie.net/bokunoheroacademia/images/0/00/Axer.png/revision/latest/scale-to-width-down/174?cb=20211214070413
Kesagiri Man,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/48/Kesagiri_Man_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200329135536
Fuyumi Todoroki,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/54/Fuyumi_Todoroki_Anime.PNG/revision/latest/scale-to-width-down/135?cb=20180625152831
Mashirao Ojiro,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/16/Mashirao_Ojiro_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619044553
Unknown,https://static.wikia.nocookie.net/bokunoheroacademia/images/a/af/One_For_All_Second_User_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220317184605
Dabi,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/bd/Dabi_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200322041943
Burnin,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/35/Burnin_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210806005219
Needle Hair,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e5/Needle_Hair_Portrait.png/revision/latest/scale-to-width-down/150?cb=20210523172537
Tsuyu Asui,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7c/Tsuyu_Asui_Portrait.png/revision/latest/scale-to-width-down/135?cb=20160619043915
All For One,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/1f/All_For_One_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220708203750
Mt. Lady,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/db/Mt._Lady_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204446
Deidoro Sakaki,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/d1/Deidoro_Sakaki_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200112144551
Crust,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/f7/Crust_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200328155442
Trumpet,https://static.wikia.nocookie.net/bokunoheroacademia/images/3/39/Trumpet_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210703093710
Shoko Haimawari,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/82/Shoko_Haimawari_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180325171104
Soga Kugisaki,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/ef/Soga_Kugisaki_Colored_Manga_Portrait.png/revision/latest/scale-to-width-down/135?cb=20220708203311
Kyudai Garaki,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/4b/Kyudai_Garaki_Vigilantes_Portrait.png/revision/latest/scale-to-width-down/135?cb=20211010162129
Mahoro Shimano,https://static.wikia.nocookie.net/bokunoheroacademia/images/c/c9/Mahoro_Shimano_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512120031
Teruo Unagisawa,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/73/Teruo_Unagisawa_Next-Level_Villain_Portrait.png/revision/latest/scale-to-width-down/135?cb=20190605193952
Sirius,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/7b/Sirius_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200321204325
Clair Voyance,https://static.wikia.nocookie.net/bokunoheroacademia/images/4/42/Clair_Voyance_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210806003925
Hard Head,https://static.wikia.nocookie.net/bokunoheroacademia/images/b/b0/Hard_Head.png/revision/latest/scale-to-width-down/135?cb=20210525220309
Haruhisa,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/dc/Haruhisa_Portrait.png/revision/latest/scale-to-width-down/135?cb=20170808000150
Mirko,https://static.wikia.nocookie.net/bokunoheroacademia/images/8/8f/Mirko_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20210404205654
Gigantomachia,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/14/Gigantomachia_portrait.png/revision/latest/scale-to-width-down/135?cb=20190401155033
Onemu Shinya,https://static.wikia.nocookie.net/bokunoheroacademia/images/5/5c/Team_Idaten_Member_2.png/revision/latest/scale-to-width-down/135?cb=20200501140412
Twice,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/12/Twice_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180812201355
Pamela,https://static.wikia.nocookie.net/bokunoheroacademia/images/d/da/Pamela.png/revision/latest/scale-to-width-down/135?cb=20190820204630
Samidare Asui,https://static.wikia.nocookie.net/bokunoheroacademia/images/e/e7/Samidare_Asui_Profile-0.png/revision/latest/scale-to-width-down/135?cb=20180719210304
Sharkyonara,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/fa/Sharkyonara_Portrait.png/revision/latest/scale-to-width-down/140?cb=20210526105646
Inko Midoriya,https://static.wikia.nocookie.net/bokunoheroacademia/images/6/6d/Inko_Midoriya_Present_Anime.png/revision/latest/scale-to-width-down/135?cb=20201122173710
Gran Torino,https://static.wikia.nocookie.net/bokunoheroacademia/images/7/77/Gran_Torino_Anime_Portrait.png/revision/latest/scale-to-width-down/135?cb=20180503181559
Togaru Kamakiri,https://static.wikia.nocookie.net/bokunoheroacademia/images/1/1a/Togaru_Kamakiri_Portrait.png/revision/latest/scale-to-width-down/135?cb=20181125070743
Romero Fujimi,https://static.wikia.nocookie.net/bokunoheroacademia/images/f/fc/Romero_Fujimi_Portrait.png/revision/latest/scale-to-width-down/135?cb=20200512142608
Ganma Asui,https://static.wikia.nocookie.net/bokunoheroacademia/images/2/2d/Ganma_Profile-0.png/revision/latest/scale-to-width-down/191?cb=20180719210018
